epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,4266.49,0.30531,0.3193,0.86064,0.6562,0.78922,0.73249,0.69241,0.25341,0.33285,0.84457,8.92e-05,8.92e-05,8.92e-05
186,4289.16,0.30576,0.321,0.86111,0.66094,0.79495,0.73668,0.6968,0.25362,0.33267,0.84468,8.425e-05,8.425e-05,8.425e-05
187,4311.49,0.30474,0.31979,0.86471,0.7648,0.69947,0.73705,0.69716,0.25263,0.33197,0.84446,7.93e-05,7.93e-05,7.93e-05
188,4333.96,0.30162,0.31734,0.85857,0.759,0.6889,0.73403,0.6943,0.25267,0.3319,0.84471,7.435e-05,7.435e-05,7.435e-05
189,4356.46,0.30795,0.32036,0.86427,0.75893,0.69712,0.7337,0.69426,0.2525,0.33181,0.84477,6.94e-05,6.94e-05,6.94e-05
190,4379.65,0.30467,0.3208,0.86074,0.76613,0.69813,0.73682,0.69718,0.25254,0.33242,0.84457,6.445e-05,6.445e-05,6.445e-05
191,4426.21,0.26204,0.2786,0.83636,0.73907,0.71738,0.7365,0.6965,0.25391,0.33391,0.84544,5.95e-05,5.95e-05,5.95e-05
192,4448.3,0.25713,0.2739,0.83586,0.67689,0.76982,0.73283,0.69248,0.25457,0.33533,0.8461,5.455e-05,5.455e-05,5.455e-05
193,4470.6,0.25314,0.27163,0.83544,0.67122,0.77316,0.73105,0.69065,0.25498,0.33563,0.84631,4.96e-05,4.96e-05,4.96e-05
194,4492.88,0.25138,0.2703,0.83378,0.679,0.767,0.73422,0.69452,0.2552,0.33449,0.84596,4.465e-05,4.465e-05,4.465e-05
195,4515.36,0.25243,0.26934,0.8345,0.76233,0.69592,0.73461,0.69483,0.25484,0.33481,0.84578,3.97e-05,3.97e-05,3.97e-05
196,4538.07,0.2496,0.26842,0.83354,0.67777,0.76522,0.73807,0.6965,0.25457,0.3349,0.84593,3.475e-05,3.475e-05,3.475e-05
197,4560.47,0.24939,0.26809,0.83443,0.66821,0.77789,0.73776,0.69674,0.25441,0.33498,0.84601,2.98e-05,2.98e-05,2.98e-05
198,4582.53,0.24847,0.2673,0.83383,0.66509,0.77569,0.73435,0.69457,0.25432,0.33419,0.84601,2.485e-05,2.485e-05,2.485e-05
199,4605.01,0.24909,0.267,0.83626,0.67155,0.77238,0.73661,0.69612,0.25395,0.33429,0.84586,1.99e-05,1.99e-05,1.99e-05
200,4627.6,0.24907,0.26533,0.8343,0.68354,0.75542,0.73681,0.69627,0.25343,0.33497,0.84554,1.495e-05,1.495e-05,1.495e-05
